# klaverjas spoor; spellen=200; zaad=1
1;1;0;2;2;A;8
1;1;1;3;2;V;40
1;1;2;4;3;T;69
1;1;3;1;2;T;38
1;2;0;2;0;T;63
1;2;1;3;0;8;34
1;2;2;4;3;V;69
1;2;3;1;0;A;46
1;3;0;1;1;9;7
1;3;1;4;1;T;40
1;3;2;3;3;B;69
1;3;3;2;1;A;3
1;4;0;1;1;H;58
1;4;1;4;2;7;53
1;4;2;3;2;B;69
1;4;3;2;1;8;38
1;5;0;3;0;V;9
1;5;1;4;0;7;40
1;5;2;1;0;H;36
1;5;3;2;0;9;38
1;6;0;1;1;B;58
1;6;1;4;2;H;53
1;6;2;3;2;8;53
1;6;3;2;3;7;53
1;7;0;3;0;B;9
1;7;1;4;3;A;53
1;7;2;1;3;9;68
1;7;3;2;3;8;53
1;8;0;3;2;9;5
1;8;1;4;1;V;65
1;8;2;1;1;7;35
1;8;3;2;3;H;68
1;=;1;111;41;0;10
2;1;0;1;0;T;10
2;1;1;4;0;9;40
2;1;2;3;0;H;6
2;1;3;2;0;A;46
2;2;0;2;2;T;7
2;2;1;3;2;7;34
2;2;2;4;2;V;22
2;2;3;1;2;B;38
2;3;0;2;3;T;10
2;3;1;3;0;B;53
2;3;2;4;3;9;6
2;3;3;1;3;B;30
2;4;0;3;1;A;9
2;4;1;4;1;9;40
2;4;2;1;1;8;4
2;4;3;2;3;H;29
2;5;0;4;3;V;57
2;5;1;3;2;H;53
2;5;2;2;3;A;36
2;5;3;1;3;7;3
2;6;0;4;0;V;13
2;6;1;3;2;8;53
2;6;2;2;0;7;4
2;6;3;1;3;8;29
2;7;0;3;1;H;9
2;7;1;4;2;A;53
2;7;2;1;1;T;4
2;7;3;2;2;9;53
2;8;0;1;1;V;8
2;8;1;4;1;B;40
2;8;2;3;1;7;36
2;8;3;2;0;8;53
2;=;3;79;73;30;20
3;1;0;2;3;H;7
3;1;1;3;3;T;18
3;1;2;4;3;B;6
3;1;3;1;3;A;38
3;2;0;4;2;9;5
3;2;1;3;3;8;65
3;2;2;2;2;7;34
3;2;3;1;2;V;3
3;3;0;3;3;V;57
3;3;1;4;3;7;40
3;3;2;1;2;H;68
3;3;3;2;2;8;53
3;4;0;3;1;T;7
3;4;1;4;1;H;40
3;4;2;1;1;B;4
3;4;3;2;1;V;38
3;5;0;3;1;9;9
3;5;1;4;0;9;53
3;5;2;1;1;7;4
3;5;3;2;0;8;53
3;6;0;3;1;8;9
3;6;1;4;0;B;53
3;6;2;1;1;A;36
3;6;3;2;2;B;53
3;7;0;1;2;A;8
3;7;1;4;0;V;53
3;7;2;3;0;7;53
3;7;3;2;2;T;38
3;8;0;1;0;H;47
3;8;1;4;0;T;40
3;8;2;3;3;9;28
3;8;3;2;0;A;38
3;=;3;107;45;60;0
4;1;0;3;0;T;57
4;1;1;4;0;7;40
4;1;2;1;0;9;67
4;1;3;2;2;8;53
4;2;0;3;2;T;7
4;2;1;4;2;9;40
4;2;2;1;2;7;36
4;2;3;2;2;H;3
4;3;0;3;2;A;9
4;3;1;4;3;7;53
4;3;2;1;1;9;68
4;3;3;2;2;B;38
4;4;0;3;0;V;7
4;4;1;4;0;H;40
4;4;2;1;0;A;6
4;4;3;2;1;V;53
4;5;0;3;2;V;9
4;5;1;4;3;B;53
4;5;2;1;1;8;68
4;5;3;2;3;H;53
4;6;0;1;0;B;56
4;6;1;4;3;V;53
4;6;2;3;1;7;53
4;6;3;2;1;H;53
4;7;0;3;1;B;5
4;7;1;4;0;8;65
4;7;2;1;3;8;53
4;7;3;2;1;T;3
4;8;0;4;3;A;9
4;8;1;3;3;9;40
4;8;2;2;1;A;53
4;8;3;1;3;T;38
4;=;0;108;44;40;10
5;1;0;4;1;A;7
5;1;1;3;1;B;34
5;1;2;2;1;T;4
5;1;3;1;1;7;3
5;2;0;4;3;8;7
5;2;1;3;3;A;40
5;2;2;2;3;9;6
5;2;3;1;3;7;38
5;3;0;4;3;B;57
5;3;1;3;2;9;53
5;3;2;2;3;T;36
5;3;3;1;1;8;53
5;4;0;4;2;8;13
5;4;1;3;2;A;16
5;4;2;2;2;7;36
5;4;3;1;2;V;3
5;5;0;3;1;H;9
5;5;1;4;0;7;53
5;5;2;1;1;V;36
5;5;3;2;1;9;38
5;6;0;3;2;H;9
5;6;1;4;0;B;53
5;6;2;1;2;T;36
5;6;3;2;0;8;53
5;7;0;1;0;A;8
5;7;1;4;0;H;40
5;7;2;3;2;B;53
5;7;3;2;0;9;3
5;8;0;1;0;V;14
5;8;1;4;3;H;65
5;8;2;3;3;V;35
5;8;3;2;0;T;38
5;=;3;54;98;0;50
6;1;0;3;0;V;7
6;1;1;4;2;9;53
6;1;2;1;0;B;6
6;1;3;2;0;9;3
6;2;0;1;0;A;58
6;2;1;4;2;B;53
6;2;2;3;0;8;36
6;2;3;2;0;H;38
6;3;0;3;1;9;62
6;3;1;4;3;V;53
6;3;2;1;1;T;6
6;3;3;2;1;A;46
6;4;0;4;3;A;11
6;4;1;3;3;8;34
6;4;2;2;2;V;68
6;4;3;1;3;7;3
6;5;0;4;3;9;13
6;5;1;3;3;B;40
6;5;2;2;2;7;53
6;5;3;1;3;H;38
6;6;0;3;1;H;7
6;6;1;4;3;T;53
6;6;2;1;1;V;4
6;6;3;2;1;8;3
6;7;0;1;0;7;5
6;7;1;4;0;T;40
6;7;2;3;2;H;53
6;7;3;2;2;T;68
6;8;0;4;2;A;9
6;8;1;3;2;8;40
6;8;2;2;1;B;53
6;8;3;1;1;7;53
6;=;0;77;75;0;10
7;1;0;4;2;T;62
7;1;1;3;0;9;53
7;1;2;2;2;9;6
7;1;3;1;2;B;30
7;2;0;3;1;A;7
7;2;1;4;1;T;40
7;2;2;1;1;V;4
7;2;3;2;1;H;38
7;3;0;1;2;A;58
7;3;1;4;2;8;40
7;3;2;3;3;H;69
7;3;3;2;3;8;53
7;4;0;1;1;B;8
7;4;1;4;1;9;40
7;4;2;3;1;8;36
7;4;3;2;0;8;53
7;5;0;1;1;7;8
7;5;1;4;0;B;53
7;5;2;3;3;7;53
7;5;3;2;3;V;53
7;6;0;1;2;H;56
7;6;1;4;0;H;53
7;6;2;3;0;7;53
7;6;3;2;0;V;53
7;7;0;1;2;V;58
7;7;1;4;2;7;40
7;7;2;3;3;B;53
7;7;3;2;0;T;53
7;8;0;3;0;A;9
7;8;1;4;3;T;53
7;8;2;1;3;9;68
7;8;3;2;3;A;53
7;=;2;152;0;50;0
8;1;0;3;3;T;7
8;1;1;4;3;8;40
8;1;2;1;3;B;6
8;1;3;2;3;7;3
8;2;0;3;0;A;7
8;2;1;4;0;T;40
8;2;2;1;0;9;36
8;2;3;2;0;B;38
8;3;0;3;1;9;62
8;3;1;4;1;8;40
8;3;2;1;1;T;6
8;3;3;2;1;A;46
8;4;0;4;2;A;9
8;4;1;3;2;8;40
8;4;2;2;1;V;68
8;4;3;1;2;9;3
8;5;0;4;3;H;7
8;5;1;3;3;V;40
8;5;2;2;3;9;67
8;5;3;1;2;B;53
8;6;0;2;3;A;56
8;6;1;3;2;V;53
8;6;2;4;2;7;53
8;6;3;1;2;H;53
8;7;0;4;0;7;13
8;7;1;3;0;V;40
8;7;2;2;1;7;53
8;7;3;1;1;H;53
8;8;0;3;0;H;9
8;8;1;4;0;8;40
8;8;2;1;2;T;53
8;8;3;2;1;B;53
8;=;3;76;76;30;40
9;1;0;4;3;A;7
9;1;1;3;3;V;34
9;1;2;2;3;T;4
9;1;3;1;3;B;38
9;2;0;4;0;V;7
9;2;1;3;3;8;53
9;2;2;2;0;A;6
9;2;3;1;0;H;38
9;3;0;2;2;A;8
9;3;1;3;1;B;53
9;3;2;4;1;V;69
9;3;3;1;2;7;3
9;4;0;4;2;T;9
9;4;1;3;2;H;40
9;4;2;2;1;8;68
9;4;3;1;2;8;3
9;5;0;2;3;7;47
9;5;1;3;3;H;40
9;5;2;4;0;7;28
9;5;3;1;2;9;53
9;6;0;4;0;B;55
9;6;1;3;3;9;53
9;6;2;2;0;8;4
9;6;3;1;1;9;53
9;7;0;2;0;T;56
9;7;1;3;1;H;53
9;7;2;4;1;7;53
9;7;3;1;2;V;53
9;8;0;4;2;B;9
9;8;1;3;1;T;53
9;8;2;2;0;9;35
9;8;3;1;1;A;53
9;=;0;0;152;0;70
10;1;0;1;1;A;7
10;1;1;4;1;8;34
10;1;2;3;1;V;22
10;1;3;2;1;H;38
10;2;0;1;2;A;7
10;2;1;4;2;H;40
10;2;2;3;2;V;36
10;2;3;2;2;7;38
10;3;0;3;3;T;7
10;3;1;4;3;8;40
10;3;2;1;3;7;36
10;3;3;2;3;A;46
10;4;0;2;3;9;5
10;4;1;3;0;A;65
10;4;2;4;1;B;53
10;4;3;1;2;8;53
10;5;0;3;3;V;5
10;5;1;4;0;V;65
10;5;2;1;0;9;29
10;5;3;2;3;B;3
10;6;0;1;2;9;5
10;6;1;4;0;B;65
10;6;2;3;1;7;53
10;6;3;2;3;H;68
10;7;0;2;0;T;58
10;7;1;3;1;9;53
10;7;2;4;1;T;69
10;7;3;1;0;8;3
10;8;0;4;2;B;13
10;8;1;3;2;T;40
10;8;2;2;0;7;65
10;8;3;1;0;H;29
10;=;0;87;65;50;0
11;1;0;2;2;A;8
11;1;1;3;2;8;40
11;1;2;4;1;B;69
11;1;3;1;2;9;3
11;2;0;4;3;B;57
11;2;1;3;3;A;40
11;2;2;2;3;V;4
11;2;3;1;3;9;38
11;3;0;4;1;7;13
11;3;1;3;1;A;16
11;3;2;2;1;8;23
11;3;3;1;0;T;68
11;4;0;3;0;7;5
11;4;1;4;3;7;65
11;4;2;1;0;8;23
11;4;3;2;2;7;53
11;5;0;4;1;9;13
11;5;1;3;1;V;40
11;5;2;2;1;H;49
11;5;3;1;2;B;53
11;6;0;4;2;H;13
11;6;1;3;0;9;53
11;6;2;2;2;V;36
11;6;3;1;0;V;53
11;7;0;2;1;T;14
11;7;1;3;0;B;53
11;7;2;4;3;8;35
11;7;3;1;0;H;53
11;8;0;4;3;T;55
11;8;1;3;2;T;53
11;8;2;2;3;H;36
11;8;3;1;0;A;53
11;=;3;21;131;0;10
12;1;0;1;3;V;7
12;1;1;4;3;H;40
12;1;2;3;3;A;6
12;1;3;2;2;9;53
12;2;0;1;1;A;8
12;2;1;4;1;7;40
12;2;2;3;0;8;69
12;2;3;2;1;8;3
12;3;0;3;3;B;55
12;3;1;4;2;B;53
12;3;2;1;3;9;4
12;3;3;2;1;9;53
12;4;0;1;3;T;56
12;4;1;4;0;B;53
12;4;2;3;3;7;36
12;4;3;2;0;7;53
12;5;0;3;3;8;55
12;5;1;4;2;H;53
12;5;2;1;2;T;68
12;5;3;2;0;9;53
12;6;0;3;2;7;13
12;6;1;4;0;T;53
12;6;2;1;2;V;36
12;6;3;2;1;V;53
12;7;0;3;2;8;13
12;7;1;4;0;A;53
12;7;2;1;1;B;53
12;7;3;2;1;H;53
12;8;0;1;0;H;8
12;8;1;4;2;A;53
12;8;2;3;0;V;36
12;8;3;2;1;T;53
12;=;3;152;0;50;0
13;1;0;2;1;8;10
13;1;1;3;1;V;40
13;1;2;4;1;T;6
13;1;3;1;1;9;38
13;2;0;4;2;T;9
13;2;1;3;2;7;40
13;2;2;2;2;A;36
13;2;3;1;2;9;3
13;3;0;2;0;9;7
13;3;1;3;0;A;34
13;3;2;4;0;B;6
13;3;3;1;0;7;38
13;4;0;2;3;A;8
13;4;1;3;3;9;40
13;4;2;4;3;7;36
13;4;3;1;3;B;3
13;5;0;4;2;8;5
13;5;1;3;0;H;65
13;5;2;2;3;8;53
13;5;3;1;2;V;32
13;6;0;1;3;T;8
13;6;1;4;1;7;53
13;6;2;3;1;B;53
13;6;3;2;3;H;38
13;7;0;3;0;T;57
13;7;1;4;2;B;53
13;7;2;1;2;H;68
13;7;3;2;0;8;3
13;8;0;3;1;A;13
13;8;1;4;1;H;40
13;8;2;1;3;V;53
13;8;3;2;0;V;29
13;=;0;39;113;0;30
14;1;0;3;2;H;7
14;1;1;4;2;7;34
14;1;2;1;2;B;6
14;1;3;2;2;9;3
14;2;0;3;3;7;2
14;2;1;4;3;T;40
14;2;2;1;3;A;6
14;2;3;2;3;8;3
14;3;0;3;1;A;9
14;3;1;4;1;7;34
14;3;2;1;1;B;36
14;3;3;2;2;V;29
14;4;0;2;0;A;8
14;4;1;3;0;9;34
14;4;2;4;1;T;69
