# klaverjas spoor; spellen=200; zaad=1
1;1;0;2;0;T;7
1;1;1;3;0;7;34
1;1;2;4;0;B;6
1;1;3;1;0;H;3
1;2;0;2;2;A;8
1;2;1;3;2;8;40
1;2;2;4;3;T;69
1;2;3;1;2;9;3
1;3;0;2;0;9;58
1;3;1;3;0;V;40
1;3;2;4;0;8;36
1;3;3;1;0;A;38
1;4;0;4;3;A;7
1;4;1;3;3;B;34
1;4;2;2;3;8;4
1;4;3;1;1;7;53
1;5;0;2;3;H;8
1;5;1;3;3;V;40
1;5;2;4;3;7;22
1;5;3;1;1;8;53
1;6;0;4;3;9;9
1;6;1;3;2;7;53
1;6;2;2;1;T;68
1;6;3;1;1;B;53
1;7;0;4;1;9;13
1;7;1;3;1;A;40
1;7;2;2;1;H;36
1;7;3;1;1;V;38
1;8;0;1;2;T;7
1;8;1;4;2;B;40
1;8;2;3;2;V;36
1;8;3;2;2;H;38
1;=;0;37;115;80;0
2;1;0;1;3;B;7
2;1;1;4;3;V;40
2;1;2;3;0;H;69
2;1;3;2;3;T;39
2;2;0;3;1;V;5
2;2;1;4;3;A;65
2;2;2;1;1;8;34
2;2;3;2;1;7;38
2;3;0;4;2;A;9
2;3;1;3;2;H;40
2;3;2;2;2;9;4
2;3;3;1;2;B;38
2;4;0;2;0;A;8
2;4;1;3;0;9;40
2;4;2;4;0;V;36
2;4;3;1;0;T;38
2;5;0;2;0;7;5
2;5;1;3;3;9;65
2;5;2;4;2;7;53
2;5;3;1;1;B;68
2;6;0;3;2;V;13
2;6;1;4;2;8;40
2;6;2;1;1;9;53
2;6;3;2;2;T;38
2;7;0;2;3;H;58
2;7;1;3;1;H;53
2;7;2;4;1;T;69
2;7;3;1;3;7;3
2;8;0;4;0;B;13
2;8;1;3;1;A;53
2;8;2;2;0;8;36
2;8;3;1;3;8;29
2;=;3;66;86;30;0
3;1;0;2;3;V;7
3;1;1;3;3;7;34
3;1;2;4;3;B;6
3;1;3;1;3;H;38
3;2;0;4;2;9;5
3;2;1;3;3;8;65
3;2;2;2;2;7;34
3;2;3;1;2;B;3
3;3;0;1;1;A;7
3;3;1;4;0;9;53
3;3;2;3;1;V;22
3;3;3;2;1;B;3
3;4;0;1;1;T;8
3;4;1;4;0;7;53
3;4;2;3;1;8;36
3;4;3;2;1;H;38
3;5;0;1;2;A;8
3;5;1;4;2;H;40
3;5;2;3;0;V;69
3;5;3;2;2;8;3
3;6;0;3;3;A;55
3;6;1;4;1;9;53
3;6;2;1;0;H;68
3;6;3;2;0;8;53
3;7;0;1;1;7;8
3;7;1;4;0;B;53
3;7;2;3;3;T;35
3;7;3;2;2;T;53
3;8;0;1;2;V;8
3;8;1;4;0;T;53
3;8;2;3;3;9;35
3;8;3;2;0;A;53
3;=;3;125;27;10;40
4;1;0;3;3;V;7
4;1;1;4;3;7;34
4;1;2;1;3;A;6
4;1;3;2;3;H;38
4;2;0;3;2;A;7
4;2;1;4;2;9;34
4;2;2;1;0;B;68
4;2;3;2;2;B;3
4;3;0;1;0;A;7
4;3;1;4;0;7;34
4;3;2;3;0;H;36
4;3;3;2;1;9;53
4;4;0;3;2;T;9
4;4;1;4;2;H;40
4;4;2;1;0;9;68
4;4;3;2;2;V;38
4;5;0;3;3;B;57
4;5;1;4;3;8;40
4;5;2;1;3;9;4
4;5;3;2;1;B;53
4;6;0;1;3;T;56
4;6;1;4;2;8;53
4;6;2;3;1;T;69
4;6;3;2;1;V;53
4;7;0;3;0;T;9
4;7;1;4;0;8;34
4;7;2;1;1;8;68
4;7;3;2;1;H;53
4;8;0;3;2;7;9
4;8;1;4;0;V;53
4;8;2;1;1;7;68
4;8;3;2;1;A;53
4;=;3;152;0;50;0
5;1;0;4;1;A;7
5;1;1;3;1;H;40
5;1;2;2;1;V;4
5;1;3;1;1;8;3
5;2;0;2;3;9;7
5;2;1;3;3;V;34
5;2;2;4;3;B;6
5;2;3;1;3;7;38
5;3;0;4;0;B;62
5;3;1;3;0;9;40
5;3;2;2;0;T;6
5;3;3;1;0;A;46
5;4;0;3;2;T;7
5;4;1;4;2;7;34
5;4;2;1;2;9;4
5;4;3;2;2;H;3
5;5;0;1;2;A;63
5;5;1;4;2;B;40
5;5;2;3;1;9;53
5;5;3;2;2;8;38
5;6;0;1;2;V;5
5;6;1;4;3;H;65
5;6;2;3;3;T;28
5;6;3;2;1;7;53
5;7;0;3;0;7;13
5;7;1;4;0;H;40
5;7;2;1;0;V;36
5;7;3;2;0;8;38
5;8;0;4;3;A;57
5;8;1;3;3;8;40
5;8;2;2;1;T;51
5;8;3;1;1;B;53
5;=;3;67;85;20;30
6;1;0;3;0;V;7
6;1;1;4;3;9;53
6;1;2;1;0;B;6
6;1;3;2;0;9;3
6;2;0;1;2;A;7
6;2;1;4;2;8;34
6;2;2;3;2;V;36
6;2;3;2;2;9;38
6;3;0;1;0;A;58
6;3;1;4;2;B;53
6;3;2;3;0;8;36
6;3;3;2;0;H;38
6;4;0;1;3;7;5
6;4;1;4;3;A;40
6;4;2;3;3;8;34
6;4;3;2;1;7;53
6;5;0;2;1;A;8
6;5;1;3;3;B;53
6;5;2;4;2;T;69
6;5;3;1;1;9;3
6;6;0;2;1;H;8
